id,reference,color,country,region,appellation,vintage,grapes,alcohol_percent,bottle_size_l,sweetness,tannin,acidity,rating,price_eur,producer,stock_quantity
456,WN-2020-JUR-0456-8KI,orange,France,Jura,Arbois,2020,"Viognier, Albarino",11.5,1.5,dry,1,5,89.8,22.74,Chateau Morin,233
457,WN-2003-LAN-0457-85E,white,France,Languedoc,Corbieres,2003,"Merlot, Albarino, Rkatsiteli",15.3,0.75,off-dry,2,1,82.6,44.75,Chateau Couturier,99
458,WN-2022-VEN-0458-9Q3,orange,Italy,Veneto,Soave,2022,"Albarino, Zinfandel",13.9,0.75,sweet,2,5,94.3,48.6,Bodegas Briand,1
459,WN-2009-KAK-0459-W3G,white,Georgia,Kakheti,Kakheti PDO,2009,"Muscadet, Grenache",14.7,0.75,sweet,4,3,94.0,72.61,Cantina Baron,100
460,WN-2004-KAK-0460-066,red,Georgia,Kakheti,Kakheti PDO,2004,"Albarino, Muscadet, Pinot Gris",13.0,0.375,dry,2,3,97.7,56.09,Chateau Bertrand,178
461,WN-1986-JUR-0461-MOG,white,France,Jura,Arbois,1986,"Rkatsiteli, Nebbiolo, Chenin Blanc",11.8,0.375,sweet,1,4,80.5,65.69,Marani Bernard,97
462,WN-2025-PRO-0462-QKF,white,France,Provence,Coteaux d'Aix,2025,Rkatsiteli,14.4,0.75,off-dry,4,1,81.7,67.42,Marani Le Roux,35
463,WN-1987-LOI-0463-YHZ,orange,France,Loire,Sancerre,1987,"Syrah, Albarino, Viognier",14.4,0.375,sweet,3,2,88.8,21.9,Maison Pires,228
464,WN-2008-CHA-0464-BA3,orange,France,Champagne,Champagne AOC,2008,Zinfandel,11.0,0.75,dry,2,3,98.2,24.0,Maison Dumont,107
465,WN-2022-ALS-0465-T7E,white,France,Alsace,Alsace AOC,2022,Albarino,11.2,1.5,dry,3,3,91.2,23.01,Bodegas Diaz,239
466,WN-1991-JUR-0466-WB5,red,France,Jura,Arbois,1991,Syrah,14.3,0.375,off-dry,2,4,84.4,67.51,Cantina Charles,166
467,WN-2025-VEN-0467-4RM,orange,Italy,Veneto,Prosecco,2025,"Muscadet, Albarino, Riesling",15.8,1.5,off-dry,4,2,86.6,65.36,Winery Renard,250
468,WN-2012-RIB-0468-NKF,white,Spain,Ribera del Duero,Ribera del Duero DO,2012,"Merlot, Semillon, Malbec",14.1,0.375,off-dry,2,4,95.1,63.88,Maison Traore,35
469,WN-2001-ALS-0469-IT6,orange,France,Alsace,Alsace AOC,2001,Riesling,12.6,0.375,sweet,4,3,95.0,26.76,Winery Pichon,87
470,WN-2013-KAK-0470-DV3,white,Georgia,Kakheti,Kakheti PDO,2013,"Albarino, Chenin Blanc",14.1,0.375,off-dry,1,2,81.0,99.24,Bodegas Courtois,32
471,WN-2009-KAK-0471-5R8,red,Georgia,Kakheti,Kakheti PDO,2009,"Albarino, Chardonnay",12.2,0.375,sweet,2,3,85.7,47.59,Bodegas Munoz,69
472,WN-2010-RIB-0472-6KT,orange,Spain,Ribera del Duero,Ribera del Duero DO,2010,"Nebbiolo, Sauvignon Blanc",14.0,0.75,dry,4,1,95.2,45.6,Chateau Launay,194
473,WN-2009-KAK-0473-GAS,orange,Georgia,Kakheti,Kakheti PDO,2009,"Chenin Blanc, Pinot Noir",12.9,1.5,off-dry,1,3,82.7,49.58,Domaine Guilbert,234
474,WN-2006-VEN-0474-7F1,red,Italy,Veneto,Valpolicella,2006,"Sangiovese, Syrah",13.4,1.5,sweet,1,4,97.7,99.28,Chateau Petit,98
475,WN-2024-VEN-0475-XFV,orange,Italy,Veneto,Soave,2024,"Grenache, Syrah",15.6,1.5,dry,2,4,80.7,82.25,Maison Marie,178
476,WN-2018-KAK-0476-65F,red,Georgia,Kakheti,Kakheti PDO,2018,"Albarino, Merlot, Pinot Gris",14.9,1.5,sweet,4,4,94.1,97.54,Chateau Sanchez,132
477,WN-2014-PIE-0477-07O,red,Italy,Piedmont,Barolo,2014,"Syrah, Muscadet, Pinot Noir",14.7,1.5,dry,1,5,95.5,37.72,Domaine Blot,68
478,WN-1980-LOI-0478-ZHG,white,France,Loire,Chinon,1980,Viognier,14.9,0.75,sweet,4,3,94.7,21.21,Winery Gérard,47
479,WN-1991-RIA-0479-KNJ,red,Spain,Rias Baixas,Rias Baixas DO,1991,Grenache,14.7,0.375,off-dry,4,4,92.5,64.32,Domaine Morvan,20
480,WN-2010-BUR-0480-V91,red,France,Burgundy,Maconnais,2010,"Pinot Gris, Merlot",11.3,0.375,sweet,5,1,81.9,54.62,Maison Da Silva,96
481,WN-2001-RIB-0481-DQZ,orange,Spain,Ribera del Duero,Ribera del Duero DO,2001,"Rkatsiteli, Malbec",15.1,0.75,sweet,4,4,92.2,97.65,Winery Lemaître,206
482,WN-2013-KAK-0482-W58,orange,Georgia,Kakheti,Kakheti PDO,2013,"Semillon, Sangiovese",13.3,1.5,sweet,4,5,88.3,22.85,Winery Guillon,4
483,WN-2018-VEN-0483-FSU,orange,Italy,Veneto,Prosecco,2018,"Syrah, Zinfandel",15.0,0.75,off-dry,4,1,94.7,32.92,Bodegas Courtois,182
484,WN-1985-LOI-0484-PZF,red,France,Loire,Chinon,1985,"Cabernet Sauvignon, Chenin Blanc",11.8,0.75,dry,4,5,84.8,25.11,Chateau Caron,27
485,WN-1996-RIB-0485-U7C,red,Spain,Ribera del Duero,Ribera del Duero DO,1996,"Gewurztraminer, Pinot Gris, Tempranillo",15.6,1.5,sweet,4,1,95.9,36.62,Bodegas Perret,238
486,WN-2021-RIA-0486-7UE,red,Spain,Rias Baixas,Rias Baixas DO,2021,"Cabernet Sauvignon, Nebbiolo, Semillon",12.1,0.375,off-dry,1,1,81.8,75.36,Bodegas Rodriguez,190
487,WN-1999-RIA-0487-XVD,white,Spain,Rias Baixas,Rias Baixas DO,1999,Muscadet,13.7,0.75,off-dry,3,3,96.0,93.72,Domaine Dupont,133
488,WN-1998-RIB-0488-LSY,red,Spain,Ribera del Duero,Ribera del Duero DO,1998,Gewurztraminer,14.4,0.375,sweet,3,2,94.9,85.67,Maison Le Gall,153
489,WN-2011-RIA-0489-RO9,orange,Spain,Rias Baixas,Rias Baixas DO,2011,"Syrah, Grenache",15.9,0.75,dry,2,2,94.0,9.99,Domaine Marchal,219
490,WN-2001-KAK-0490-E1U,white,Georgia,Kakheti,Kakheti PDO,2001,"Gewurztraminer, Sangiovese",14.8,0.75,dry,5,3,85.6,92.69,Estate Fournier,24
491,WN-1990-VEN-0491-24N,red,Italy,Veneto,Soave,1990,"Tempranillo, Chenin Blanc, Gewurztraminer",12.5,0.375,dry,2,2,94.7,5.87,Chateau Pelletier,173
492,WN-2002-KAK-0492-BIR,orange,Georgia,Kakheti,Kakheti PDO,2002,"Albarino, Grenache",11.6,1.5,sweet,3,5,88.7,19.11,Estate Lacroix,62
493,WN-2009-KAK-0493-V9R,orange,Georgia,Kakheti,Kakheti PDO,2009,"Syrah, Riesling, Chenin Blanc",12.8,0.375,dry,1,1,89.8,68.54,Bodegas Normand,5
494,WN-2004-BUR-0494-3AU,orange,France,Burgundy,Maconnais,2004,"Malbec, Nebbiolo",12.5,0.375,dry,3,1,94.3,86.91,Domaine Menard,103
495,WN-1993-RIO-0495-U4B,white,Spain,Rioja,Rioja DOCa,1993,"Pinot Gris, Albarino, Zinfandel",11.0,0.75,off-dry,1,1,82.6,24.59,Domaine Martineau,22
496,WN-1990-PIE-0496-69V,orange,Italy,Piedmont,Barolo,1990,"Merlot, Semillon",12.5,1.5,off-dry,5,4,82.8,51.59,Winery Henry,133
497,WN-1995-KAK-0497-WCJ,red,Georgia,Kakheti,Kakheti PDO,1995,Chardonnay,11.7,0.375,dry,5,5,84.3,39.11,Domaine Monnier,186
498,WN-1985-KAK-0498-3L2,red,Georgia,Kakheti,Kakheti PDO,1985,"Nebbiolo, Tempranillo",13.7,0.375,sweet,3,2,94.3,58.55,Domaine Valette,107
499,WN-1984-BUR-0499-J5I,white,France,Burgundy,Maconnais,1984,"Pinot Gris, Cabernet Sauvignon",11.5,1.5,off-dry,1,3,92.8,39.47,Winery Vaillant,199
500,WN-2004-CHA-0500-JDB,red,France,Champagne,Champagne AOC,2004,Pinot Gris,11.9,1.5,off-dry,5,4,81.9,38.15,Cantina Cordier,141
